gap,addr,rxtx,subaddr,count,data
11.7,7,TRUE,20,31,51e9ebb175bbe1013076ec8895aedce12e0507d25b10494a0610994b87bdd99eff3dc2f7163e35dd3fb8f5cfc12dc49775f7b59ff1755f94e87f23a14fb2
11.7,7,TRUE,30,2,580a9641
11.7,4,FALSE,16,9,84aee9d75aa89241a9e48fe0deb5b58a1c7a
11.6,4,FALSE,30,2,dde41a36
11.6,4,TRUE,19,16,76956f6ea7bb475ea00ce89fe16f3da9b5499fc5e94cc35de9d2f7f9ab25228a
11.6,4,TRUE,20,31,2a8fa241e796cb9c64f7ad4e46b0a20dabf7c42db06eec088bb2319ab80d55da6259fc08e1a7d1b3d420b628c78e797492d89eda8cae918d852a8339eafb
11.7,4,TRUE,26,31,20569c3188f2dfc864f6ad36ed63e38038eab1bb54fc2fe2fca212b5a0258587a9856b47d3115d7b932be43f004a66d425a1cd4d4b7201170126f7f5ca86
11.8,4,TRUE,30,2,cc9f3651
11.8,1,FALSE,1,10,524e09e239d0a015eeaa9f6595c0975a74b1291a
26.4,1,FALSE,1,10,3758c807444dd2eda25a99d65cacc30f01288a1f
11.7,1,FALSE,2,5,1ec6bb40724b3a78ce45
26.4,1,FALSE,2,5,d4c2cc8f0b7bfc7a0ae5
11.7,1,FALSE,6,16,43316c5f5ff21e364cac5887505229db20e1e1ed9fa13262ecec39ff5386f70f
26.4,1,FALSE,6,16,33f55b13f95d3eb3edf073dc4dd8a45b1e619a6c95cd131d23b98a510e43d272
11.6,1,FALSE,30,2,9b54597e
26.4,1,FALSE,30,2,d79f0736
11.6,1,TRUE,2,5,2d88df8778f533442b70
26.4,1,TRUE,2,5,49f61ab18208519ab4aa
11.6,1,TRUE,3,9,7905ad11a03073f6c8d11dcffd256d07d149
26.4,1,TRUE,3,9,c54218dc0c23fd423373dbef61e3a4250341
11.6,1,TRUE,20,5,033a43688648084b3f60
26.5,1,TRUE,20,5,f75ab153c36b6cd64ac7
11.7,1,TRUE,30,2,810a9c3a
26.4,1,TRUE,30,2,7e7b3d24
93235.7,7,FALSE,1,10,5459e510a0bcc02840c1347e80c1a3723fed35ed
11.7,7,FALSE,2,5,b54110da1df8e75d2aa9
11.7,7,FALSE,6,25,be736f5a93f759c645945e934a9f0bcb4ae0297e5ed47ae88aa6f9f0a686ba5d6dd6eb4050b39ec41a4fb5c11f95172d32f1
11.8,7,FALSE,30,2,87533f03
11.8,7,TRUE,3,32,cc16be92bad112ea5eae67a315ac61412c27294f5d9b1bb31a695598dfa2b0b723b99f1d91290f1c7b1c9d1ed479348a54278d615f236ec2d4d7a46b00b5f077
11.7,7,TRUE,20,31,7edfe191f93caf2fb24d1c789cd43d4f675386ed6d9477494f8542266b6686a1b7e443f23ef4b59d0e75e5cb6a9b051e81a2b9189cb1c8016d31c298464c
11.8,7,TRUE,30,2,fe1a7d35
11.8,4,FALSE,16,9,bc553dc5c8a30bf7d61f482c13885634669f
11.6,4,FALSE,30,2,d5bef762
11.7,4,TRUE,19,16,07fa9b1cabbc2fa8fa5321620018c270899a50f2df5ef0303f26c4b4795c1d53
11.6,4,TRUE,20,31,2d6d60a3f6ccf2c3eee4e147951d63399ac291f82fd73e4d360cfa49bfa315ec51482a80396dd587e16a6f7e52a90eb44201271a8ab30a962e119d98f3d8
11.7,4,TRUE,26,31,f2b80a810b5e2c4cc1cfd172a9416c7865478612f23d292a49211f8c6c32f0d9b3629e7f4a8dbdc89a3f81452e5798708d728b5177018b8729f63a11768d
11.7,4,TRUE,30,2,5e73db4c
11.7,1,FALSE,1,10,ab9ff1f567de15a12124c2fe7ee1c5e088902348
26.4,1,FALSE,1,10,619e555b99efdfc81741423b2ba289f5aaab4778
11.7,1,FALSE,2,5,a832991de0e52169697c
26.4,1,FALSE,2,5,82c1ba48bace59bf48b2
11.7,1,FALSE,6,16,223008d26664413b24eb9efb1e8f437960c5cc2341ca7ea7b53244bb9ee9720e
26.4,1,FALSE,6,16,bf8dbecd9776d7744fe820cb46d527b2c57d9f141d4379ecf668a290d16cf6b7
11.6,1,FALSE,30,2,9a003b95
26.4,1,FALSE,30,2,ec2a833c
11.6,1,TRUE,2,5,352611140e382f47f7f8
26.4,1,TRUE,2,5,1bd80bdff6edeb5ef3b1
11.6,1,TRUE,3,9,b3bc0aa625ca905bb7b37356209c396f8035
26.4,1,TRUE,3,9,8da55ee9130ca5d4984db343f255f787679e
11.7,1,TRUE,20,5,b3d2ebe142511bdd6f9a
26.4,1,TRUE,20,5,c7f97c52ee7f5c64cedf
11.6,1,TRUE,30,2,7010142e
26.5,1,TRUE,30,2,8c32126f
93064.9,7,FALSE,1,10,1375c6db5166dcba934bbfd5eb1dd763e6af8ce4
11.7,7,FALSE,2,5,30ae0943985f7ccbd9e3
11.7,7,FALSE,6,25,967def4adcecd35106adc15bc9d063427b1634af44827a5aefe92cb4344ad127b57b6c25c319ecba8589e64f728f5bf97928
11.6,7,FALSE,30,2,1febcc28
11.6,7,TRUE,3,32,b6c4bfab2993963ca13581fe5c2e9ba1ea27410f59be6ab0d0ab891bf5e42780f5349998ca378df1a549ae7a674a2599df35605e0190ee480342cc3633957bef
11.7,7,TRUE,20,31,a9d3dc06b85cfc88876fcdb22d8ffc831df6b1730b3084269a8a40fa762258c5ed661d84280d7d3e1488c5bfd08a0c5159326a21e9ea85911ddbb64f010b
11.7,7,TRUE,30,2,6ba1a616
11.7,4,FALSE,16,9,b65006c0264726b4e0144ac6fd4405bba9c7
11.6,4,FALSE,30,2,ed19680e
11.7,4,TRUE,19,16,9869fe2233429d0af4d310932872ed86c36b53a8ff07ff263965487bc9418bc6
11.7,4,TRUE,20,31,e49823abf98c24b85290131bcd7581f9ca2d371f34cbce3d42b2ea3974d4a4dda01801986eebb23051e0bf212126af313a604e9ead8ca33bbb7feaecae31
11.7,4,TRUE,26,31,d0f76a27e162b4d1c80912fa1895dea418182f5dde0dc62ae64ef0b47da12a0fb68546df9cfc9b51c3fce0378d35a3c016e8e91106c1591709aed738653a
11.7,4,TRUE,30,2,a934425b
11.7,1,FALSE,1,10,04d9b1abbd179d4a62e7cbca98288f2493b5000a
26.4,1,FALSE,1,10,a5367eaf34783ce98e79d53701eee4e0b9818d3a
11.7,1,FALSE,2,5,bf00dd09b395363df24f
26.4,1,FALSE,2,5,74cfda4c6e14d06e10d9
11.7,1,FALSE,6,16,39a6e151cd4323c28fa0a71d738a55d46bdcbe1b6cb57a7e5acadaa1b504ee5d
26.4,1,FALSE,6,16,8c4779bcc1fd047eb804dd1340b2d1b59757ad9f63a6fa1e660adc756df5e684
11.7,1,FALSE,30,2,adaf962f
26.4,1,FALSE,30,2,14cf3240
11.6,1,TRUE,2,5,4c7ffe0f4bc822c87162
26.5,1,TRUE,2,5,ab701b527904b632f10c
11.7,1,TRUE,3,9,34a52bfebf754868dc3717534f71fc807634
26.4,1,TRUE,3,9,87ed48bf2e56bd4cdbd4b9dd23b8994b7155
11.7,1,TRUE,20,5,d8037a7dcd73cb7a8c88
26.4,1,TRUE,20,5,b66f5c79b363ca279663
11.7,1,TRUE,30,2,e983ba33
26.4,1,TRUE,30,2,b7aa56cf
93227.6,7,FALSE,1,10,c101552807124fe0c6139ff87460a4f7d984a142
11.7,7,FALSE,2,5,a30e79a997eb48343cae
11.7,7,FALSE,6,25,b2c314a1dbd80f872e1b34f7c02283d2038a44a36310824b4abefabe163c5d7987ef8f759aed078e5320c8723d9bf181e907
11.7,7,FALSE,30,2,3ae14df5
11.7,7,TRUE,3,32,7eb51f92f1e29574d86fbbd6524e62a0522e627de8e8a8f9b93d183278d2c171e566725961ac77b7de65ca932bf0d098b7218601cb92ff0b9bce5d9fd46a706e
11.8,7,TRUE,20,31,6be6770f693b1c40166ea3b20cde7044575af35b928dba96a4bec9dc335578eb84085acfde011a34b0f61d5a6b1ad6ceb7a35fc31f3e102398aa38b6c280
11.7,7,TRUE,30,2,5c675383
11.7,4,FALSE,16,9,a161b9e91b3e806c44c409f3f5f721eef20a
11.7,4,FALSE,30,2,7725e83b
11.7,4,TRUE,19,16,03f6aab27abe0ffbe6eada8e9f3a371216b5983acb88f597c8372490e646665b
11.7,4,TRUE,20,31,34fc9e66323f15436d5cb9cdc587a882c183503d29743f77cc3f4917ea8ff3b1afe8ea412d483930a092ca5e5e4a4d9baf147d576a21a522a6bfef14ffe1
11.7,4,TRUE,26,31,7ffe3d1bbb4c8df5d2277cb2f547cc25a83ff317d5870b7cc7b408d5fff06b127108b65f24afba20e79abae76e5f2b7529b9eb8c41d09ae5e4b40281b04c
11.7,4,TRUE,30,2,1edc90a0
11.7,1,FALSE,1,10,486a0bfe4245eba7f392f799104ca8073bf0297e
26.4,1,FALSE,1,10,0d3782c91171042e29505a276bebf0d83676888d
11.7,1,FALSE,2,5,ae6008ff324a1f3ff6b1
26.4,1,FALSE,2,5,eff49596a44c05667c8b
11.7,1,FALSE,6,16,89159316ea10f807a50108051d820f2732d4ced4f17b0c1dca2c381d587e9893
26.4,1,FALSE,6,16,fa57feb3e8cf7bab16a759b59af91778087e69a38b2a73f69fafaf6ce8eff85e
11.7,1,FALSE,30,2,2f3f72e9
26.4,1,FALSE,30,2,77a645ab
11.6,1,TRUE,2,5,c32347344c1c03475abe
26.4,1,TRUE,2,5,cb3aa3983b1ef2fb4cf2
11.7,1,TRUE,3,9,e234de430db56b09927bea37d1f9b3b20a83
26.4,1,TRUE,3,9,40dc7ae874219236508aa58acd59bd43c157
11.7,1,TRUE,20,5,8f08276e4372c34e9774
26.4,1,TRUE,20,5,ad36ea8329d05d619292
11.7,1,TRUE,30,2,41faf246
26.4,1,TRUE,30,2,7f99bbb4
93145.2,7,FALSE,1,10,08a4b59f01ca8aee96de5b2ab90df1842257e897
11.7,7,FALSE,2,5,54d480bd92e29f44c195
11.7,7,FALSE,6,25,02b7ae2a52fc7d2cf5b7acf0132fa285201be8343632411521fc7bce5e039fdf323cf1666f0b91d9e75aa98560ef56019f65
11.8,7,FALSE,30,2,e15586a6
11.8,7,TRUE,3,32,a8c11499d0de4fd256eaf0727c2f297538682e11bb5abe506d8c77a8b33af04ec856ba2ec7c1d5a99926d61a80cb3317671eb5aae1c7bd8e62a75e85bb77f6ae
11.7,7,TRUE,20,31,ebac21b4edcf66d217a6df21a6422eeb4c843473a3ff9be482d62ee55658ed5547274fff36e32d4f56d5739e5b7d4ef7827f050f4d79081ce94d905b2ec8
11.7,7,TRUE,30,2,889f9151
11.7,4,FALSE,16,9,d178346db616c2051da6decbe0e53113cdc0
11.7,4,FALSE,30,2,b58619ee
11.7,4,TRUE,19,16,3d0ddb4d528a938350d4fc4c36e4a7482b57d983779755b4997686aa0ff81040
11.7,4,TRUE,20,31,1b31ee1c6725f80a36a51cfef80f7680277d2a8500239be0a9a57f0a8f884601f9be75fc1a540afec9583dfc5b20cc17161cebd606349c5ab9167e34af7c
11.7,4,TRUE,26,31,fc8b1a562bed080afbf745bf7590a6d1220694c42ad0a7ac94ac84c0c8f9ea1b2609b38dfeacb15e17639571392264642d08b3a2be5aeafaa8f3c8056cd3
11.7,4,TRUE,30,2,95e60ef3
11.7,1,FALSE,1,10,15544e04b102573eee774966110c9fc53b9cb1dc
26.4,1,FALSE,1,10,d40e4a54f4f3d313cc083742cb7ac5f2faa3d351
11.7,1,FALSE,2,5,408fa85a01b9c9c37355
26.4,1,FALSE,2,5,151266a380436a10cfb9
11.6,1,FALSE,6,16,bcc67bcee47598a7869993a50bbba45de2a2798ad561b8b9b21322523c61b90e
26.4,1,FALSE,6,16,c09cd1523e0d5b1f6660eb78ee4716f1c671c5cd49edbd5ac90b7063d1c62d33
11.6,1,FALSE,30,2,eaae50cd
26.4,1,FALSE,30,2,927cc484
11.6,1,TRUE,2,5,4659a06cb45ced04efd1
26.4,1,TRUE,2,5,4cd8277f54df1f196d13
11.7,1,TRUE,3,9,bf49b853accb2cafe2ee3844aacdc20bc796
26.4,1,TRUE,3,9,f85fd4a45b5e80976ab97d5a52adbd06a991
11.6,1,TRUE,20,5,57400679456aa157f266
26.4,1,TRUE,20,5,fffc14bd76db6c02b44c
11.7,1,TRUE,30,2,1ea42834
26.4,1,TRUE,30,2,c7b5acc8
93104,7,FALSE,1,10,52df63e609d7aaa694b8c84aebfeabb090822f10
11.7,7,FALSE,2,5,e8960a47177b11e9df4f
11.7,7,FALSE,6,25,c49783d3d4842ae62d81c8dde2a5a0642c778db59d2c1035bd8b2ee03012b662cd8ed134840dabda331c7ab1796484d69091
11.7,7,FALSE,30,2,968842c1
11.7,7,TRUE,3,32,ae62a4b197f3b44b6888b88dbb3bde640f9a73487d23881857bb37f7910bdc4c8a1e89ce4cc97b9d7e6d38f54f1bf495d03cae317f19a8c79e027e804d10afb1
11.7,7,TRUE,20,31,75dbdbebe42d61f8678cb25a149ad6d168c8a5af83a6e99e4fcd00aa63d1215d764bd9451eb043046482c42385f1e19d23102e56833e7c6013563433d544
11.7,7,TRUE,30,2,53a9065e
11.8,4,FALSE,16,9,c06a3172971951a604185dc5062738617ae1
11.6,4,FALSE,30,2,aca295b0
11.7,4,TRUE,19,16,02f4f6f67d8d07978d85cede183092577e4b0dba0de0ff36a111980f45764c8b
11.7,4,TRUE,20,31,c0402ba6fe15a28a3ad45cebfb69c910e069d3ec5cb42a252e4e33000e18d5d93461c746d57bfd1178c1340c54b4260dbf73154b0735a1d15f0e1ee87978
11.7,4,TRUE,26,31,eb7f4a7c2afce4cc4043e53d2250985415ec32bc23306983e9ef0b6df57725119e686468024b6148bde9ab02bc9b5821e5f1a2ca64ed230feceddd351f42
11.7,4,TRUE,30,2,3749cfa7
11.7,1,FALSE,1,10,f9189d4242f048b7449b4cd66738d2470354235b
26.4,1,FALSE,1,10,ae22b44b3889673b126cb05ef39987fa3a2f9d3c
11.7,1,FALSE,2,5,49ed2749b8fce149b4ac
26.4,1,FALSE,2,5,925b791e7cc20abcd273
11.7,1,FALSE,6,16,e218875f9aaa96b20ca25a1ea56e8692e2ae1fafce5d49c2ae9562483449fb59
26.4,1,FALSE,6,16,5e603cddf86cfc24c4df117eac9f83f279cdbfa0f66bbe441b8de453a697f3fe
11.6,1,FALSE,30,2,72b74212
26.4,1,FALSE,30,2,8a6d4598
11.6,1,TRUE,2,5,082ef7974f586857647d
26.4,1,TRUE,2,5,f53bebc5c7ff21b0917e
11.7,1,TRUE,3,9,8e802f265cc6289d9adaf199a3c45667d300
26.4,1,TRUE,3,9,fb7b5b0defd9692f79db4ef532c594deba55
11.6,1,TRUE,20,5,53b3ead09d44c890d4a0
26.4,1,TRUE,20,5,df0fc5ff6722052ba1ef
11.6,1,TRUE,30,2,90708471
26.4,1,TRUE,30,2,0f4b8956
93162.4,7,FALSE,1,10,96930a4fb5bc058359c380b80e5b46ecea66eb97
11.7,7,FALSE,2,5,c53c501fc240ac4f7ed3
11.8,7,FALSE,6,25,b9f23f10f1b631b1cf006c4271c125de6f333d320ef4f511c64857f8aa294bd0d8a7f2cfedbc0f66cbabacf751ebdba126e1
11.7,7,FALSE,30,2,36a3fe23
11.7,7,TRUE,3,32,91608c766f161f111447d7080748c6ca2b5d271054b5eb8617294950df71f79d37018b78bc5e9fdf6914096a673b149c614a79d0bbec4bdb2208a3eb404e9053
11.8,7,TRUE,20,31,f38d0f3a9993f4b156993ec4754c274edc21d459ee029e9fb5f27f6d4c2cc66aeb42f2bfe92085d56cab92c36684060dc6abdd690f3110d3a4d6e61e751c
11.8,7,TRUE,30,2,89d3b943
11.8,4,FALSE,16,9,77221aff1e93ae2535ebc335caab6caae4eb
11.7,4,FALSE,30,2,3171566d
11.6,4,TRUE,19,16,f870ad45c336db14af12bfcc979c113668922ecca03472701576148b383db3a3
11.6,4,TRUE,20,31,e180e6998a995b90e95261ca2e6d6fc85521f19f6ce0603d14d18ad5873aaad79220462890a1b8dc4d84dcf98a8ae8377b4794a15db530b812ffedae1cff
11.7,4,TRUE,26,31,dbbaf94ae3d2d4dbf30f70892dfea953ccb24131a8c03a7086cada41827daf74cb1d29d6db0729bbc93363f1e025aa070039f1adae1cec48716da9e8a0dd
11.6,4,TRUE,30,2,8d0b1aec
11.6,1,FALSE,1,10,e845737a2728e3c88bd9149e2456c780f68327f2
26.4,1,FALSE,1,10,b9d5e416de7e1e2570901d73293c7b7663cefa6c
11.7,1,FALSE,2,5,5559d6fb0266c199d6fc
26.4,1,FALSE,2,5,24f8f37af442b7f227a0
11.7,1,FALSE,6,16,d97d820c62783f798c55c0d2c4954eea62c49f891b5eb63be3772678bbba2933
26.4,1,FALSE,6,16,e534a8e8333c95dfb493c6efea1c788fbc0da26c9176b6c100fc670879f63a06
11.7,1,FALSE,30,2,6b634cfa
26.4,1,FALSE,30,2,26b20ca0
11.7,1,TRUE,2,5,4873a8202866a5735170
26.4,1,TRUE,2,5,98d05f47d28fe03b86cc
11.7,1,TRUE,3,9,2f200a1312f2de9ae85b19a15c283717293b
26.4,1,TRUE,3,9,6a889a33f70ddbd61fabd813064a6e92d7fe
11.6,1,TRUE,20,5,0aa46c3251ac5547c7d8
26.4,1,TRUE,20,5,f8b3f70fa5cb024b3088
11.6,1,TRUE,30,2,e1a3570d
26.4,1,TRUE,30,2,3519a21a
93142.7,7,FALSE,1,10,1ff8017bd3dc64d5cef31392a5793a53089ab784
11.7,7,FALSE,2,5,4a0d97fc940d256d6c80
11.7,7,FALSE,6,25,3fd33d643b6eed2067e3ff790bfaf6b136d7c9347f22af96b5c7afc01d9b9a8077b325ab64788c7155ce88d0535dde7bc6c5
11.7,7,FALSE,30,2,8682326d
11.7,7,TRUE,3,32,ab1ed5cc30c8b960d20ab3f2b0b80d72361f66d2727817a9572797e11dbfa19a44a51abbd32e885c3e434bf184e7379f76d3d5778ec78606e9f30612ac9a09f1
11.7,7,TRUE,20,31,ce25e544b93a767d92268dd72d86b37901d560d30d72af55ddd4118e45772254e2b03ea2e30afac4084bc4cdc8af6cf3f251ecf11bf7f91e37345f894131
11.7,7,TRUE,30,2,1.27E+166
11.7,4,FALSE,16,9,4f3f37622dac32527bc03977c2e07d7b0679
11.7,4,FALSE,30,2,2bd81646
11.6,4,TRUE,19,16,e1792e76bde90d8e2b5a6db4f808b779afddf69430a96247ef1294392e78b851
11.7,4,TRUE,20,31,74b1b67ce9c2ccbec62476f32e67e59cec7b22d7bd79084f7524ab45ca414a2272108ea24bcb2504a8366e89d275588f6d4eaac251e1e5f5346e1fa19c63
11.7,4,TRUE,26,31,7bfaae1939d058f4f0ef06e3449ff80a6c28d407bae2e2c0fc319ee4e3b5a22ec637af54eaa2e2fd53e5e1bf86e33132e013cd58be542fe1c8170a29830a
11.6,4,TRUE,30,2,4c1b3b7c
11.6,1,FALSE,1,10,6497d002c211f3744ea58f7c908c36320583abce
26.4,1,FALSE,1,10,9eecbb203a75739443f6ab55b6ccf9d963665d77
11.7,1,FALSE,2,5,442cee0788cdab022dad
26.4,1,FALSE,2,5,ba1f44c8b86394e57f2d
11.7,1,FALSE,6,16,b68395fb9ab2bcd179ea4d1857663f45a309d408d15f3ef23168b38ad83d7a81
26.4,1,FALSE,6,16,e9b8e660bd8d7f9f87b228e45ef2c8eb9e5178455554d5d75a8af498cd0852f4
11.7,1,FALSE,30,2,c3b4a8fd
26.4,1,FALSE,30,2,e4bef78d
11.6,1,TRUE,2,5,7b6383197fdaa486b671
26.4,1,TRUE,2,5,ff9b58aeaddcd8dc19de
11.6,1,TRUE,3,9,3e20e022ad4b3b617bec6a83fc66a507a873
26.4,1,TRUE,3,9,3ea2d4bea6221fdb39e2ecb3d6c5535ee59a
11.7,1,TRUE,20,5,81281f4f15ed0e638f73
26.4,1,TRUE,20,5,b70682681cb7a0192e4a
11.7,1,TRUE,30,2,78534c4a
26.4,1,TRUE,30,2,eb9233f4
93178.1,7,FALSE,1,10,a317fa87bf69b06b1ab9c00ee7d88059f92ad2dc
11.7,7,FALSE,2,5,c53cbf637f3d554c0029
11.7,7,FALSE,6,25,594efe88db9ffed63c4bd41d19e6c35889f82a05e9b32d3c0a10f24cf1dfd5f99b5c8627102fe28993de1a45b37715a7ebe6
11.7,7,FALSE,30,2,6d05d7cc
11.7,7,TRUE,3,32,e24a84dc15084cdae8fc980545a128d36a11d63179d47166553d1b4fdfb1e8909b19a511a9c746761a6e97c9e091f50b569e6d6fd1e9271fa7c46f7204e3c323
11.7,7,TRUE,20,31,a12c712ef6d7c782959ff9b70c5ff38fed4096fca880acf0d8e94264ef14022ea85f368e076535d563c94f2679223936a1fb826ddbf97c6c15b6b5d6f95f
11.7,7,TRUE,30,2,f7a6d5d4
11.7,4,FALSE,16,9,547939f4d27c0bcbef238dba3bff063efad9
11.7,4,FALSE,30,2,38e5deb6
11.7,4,TRUE,19,16,4b647c5828f5d227e665209331c60a89c0be1ff499fd7ce0d51f73b07ae9f0b1
11.7,4,TRUE,20,31,cfc3ab68214b768a9dc5a2c77d93c8cb8e0624d1fe038880cf9456766b30a7f345f5da17960a888cdcb17ec54772eb28ab667de0e882c5f17c63b9975dd5
11.7,4,TRUE,26,31,10673b521031cadfeb9a2abb975cc0a25533a4309de74a173544cd55eee302813b01062f4a2013593547bd03a8781a735f90dba62e246e8d0bd06abb2857
11.7,4,TRUE,30,2,073ae338
11.7,1,FALSE,1,10,49df7035232034d7cb3602dcc9809248e61658d4
26.4,1,FALSE,1,10,4d6472e9fd44f6460a7cd68cf5e48492b3d1440b
11.7,1,FALSE,2,5,e97b4f210d084115e147
26.4,1,FALSE,2,5,2f9af9c64ca071280a57
11.7,1,FALSE,6,16,92225a397239e36153ea84790dd1c87891edf28d6e6187179c0cc580dfbe967a
26.4,1,FALSE,6,16,b571ef76a054f03cf0d9f3084df5394f2508136f1abe8ecdb39bdff159c3e96b
11.7,1,FALSE,30,2,131cf93a
26.4,1,FALSE,30,2,13d9c4b0
11.6,1,TRUE,2,5,b8e03d1b90bd53e8c9c4
26.5,1,TRUE,2,5,e86cd9f2f5ae4571ba3b
11.7,1,TRUE,3,9,e9e623eddb124f85ab5e61780374c654ab47
26.4,1,TRUE,3,9,3e81181255979d686df6fc220485d7430a02
11.7,1,TRUE,20,5,2084b315fb74718d4f36
26.4,1,TRUE,20,5,4476abd817d318a0fad7
11.7,1,TRUE,30,2,98c5f7ea
26.4,1,TRUE,30,2,d2118276
93089,7,FALSE,1,10,9e0f1aaef56130f4fe0baeb1116e3244662fd996
11.8,7,FALSE,2,5,95ed50614a6738ef63c8
11.8,7,FALSE,6,25,4c5c456f79dd3a6311d1f46c4647a5236990231519e6879add8206c577f55a268d21d43d1094714a4ab08ff8650430b4fea4
11.7,7,FALSE,30,2,1b28a085
11.7,7,TRUE,3,32,ff38cfe1a3938ab7bafad030aeb21100132815af865fd78241820075eda16704f7d7c5ce6e3757dba47ea77aa5b2444811fb86425909362964c14f85bfd135e2
11.7,7,TRUE,20,31,00d42c027db459e7213283804c32241dadaf92ac9900cc6ebdf93fd6efe6a97674d0df3b8c7fb748570afc76125810f5803e42b96fc7f2810a33d036b916
11.7,7,TRUE,30,2,b8d1faae
11.7,4,FALSE,16,9,6854aa9133d8bf7a79b253533413342e9eac
11.7,4,FALSE,30,2,722482eb
11.7,4,TRUE,19,16,b64c576da1de53754ebbef6651a92bae941c7f44d30d06b96b8ca408e32ad642
11.7,4,TRUE,20,31,1c0781f0f1007917d2276c15c5f1eb461bc0b2b1908b8304951a55542f86ca79aebb042233359902f17d9ece913ce3c411e1c646566b74397404a096949f
11.7,4,TRUE,26,31,257b19eaacaa2f7b7bccc266a5ece60a4699ad7f71a9b1ad8a52d201de0d1814c89da006f76357b2fad47fdc3f93065cfd6adaafdb4243bae8ae235ebc63
11.7,4,TRUE,30,2,82209350
11.7,1,FALSE,1,10,7b97662fe57889afbc4d4bb1e8ad5b1d8e0bf343
26.4,1,FALSE,1,10,59d791dd64a34897a146164341772ae4e631648a
11.7,1,FALSE,2,5,9597f6a9065b6d8c6534
26.4,1,FALSE,2,5,bc1a221761d09bf89829
11.7,1,FALSE,6,16,ce9de413fdc005f6f5c61cf324b3ad7762119cff0149ba7a5a7c86bc3673c867
26.4,1,FALSE,6,16,ffe5e465f83b6b2b4c70a8af037f461e9f5cc6c994526348c3ab8eb285032b48
11.6,1,FALSE,30,2,45419297
26.4,1,FALSE,30,2,ee135b42
11.7,1,TRUE,2,5,a3725a94b9ff28a6126b
26.4,1,TRUE,2,5,94533b53eb98173ecf39
11.7,1,TRUE,3,9,f33c29c92c099830e7b4554b9f0d4390fde5
26.4,1,TRUE,3,9,1d9899cb256532371462955881e6d991cd82
11.6,1,TRUE,20,5,dac7e6196536bcf650c6
26.5,1,TRUE,20,5,bc2956572b9e57ab22ca
11.7,1,TRUE,30,2,1de9ed9a
26.4,1,TRUE,30,2,db28d7e1
93172.2,7,FALSE,1,10,08198581b4fb9b7f2827d4557ac07b91babb4475
11.7,7,FALSE,2,5,c1862b227d9eebb105b4
11.7,7,FALSE,6,25,3489829ce806f21fbec76b382d5c1c56a6edf25ccc7b10331835b96dbd30dd7bf2ac8fb827e8ad26dce181b9ea89a2f2bebb
11.7,7,FALSE,30,2,91436434
11.7,7,TRUE,3,32,835fcfa02f1bca5ae1502d10df3fa117ee35cb925816c286d79d47c07f3f4aed748382c1ac0f2d2c1fcbb7601e6554e2a4a777c00246addb288f4fc9ca38a30a
11.7,7,TRUE,20,31,6864b5188cde46ccf40cbdc61b2204f073b3e575a9621fb61a920c3d0ed40c67b90f6d49ef4bb9f5710ac2ff5e33eb4b5245c6a79c2b7e6d6aa0f4d3ef12
11.7,7,TRUE,30,2,ee9a2984
11.7,4,FALSE,16,9,13621e8511cfc624e467f887b6032bab871e
11.6,4,FALSE,30,2,1c8993af
11.7,4,TRUE,19,16,4b6db2d8764211610bc1fe8f2b19dde5d6b62e0f261fc07835fc34bbc9d55441
11.7,4,TRUE,20,31,5b3bb33a35e6d7b107c1dec6d32280a1b81bafbcee18e2bd3b98628416f08fd27082df919db56ac0f53ac66d2415beaabffb0880494cc2b752e3a49bee0d
11.7,4,TRUE,26,31,57bd5e9ea878366fa9865c59b5847c273557b4917eacbbfd938ec93751bca18603ef733997268bb5d06a4ca469b6f4143c9778799e763360e822645c2bea
11.7,4,TRUE,30,2,619d3f67
11.7,1,FALSE,1,10,23d091ad1647703d0d466b752245493dcce1b821
26.4,1,FALSE,1,10,96f4befd61f285c77e2eccccc5ec41b0fe541226
11.7,1,FALSE,2,5,ba4d4c7faf66aaab3391
26.4,1,FALSE,2,5,a9b4aa46aa1fb31889f2
11.6,1,FALSE,6,16,fc219d99ec7ea18ed2e0da7fcfb4cd2cb00c533408276cb82fb028b086c67106
26.4,1,FALSE,6,16,9b756f6877ffe0e8e3ccba18aaf5400eb0284523d54a8195b836bd1ecfd29767
11.6,1,FALSE,30,2,9051fad0
26.4,1,FALSE,30,2,fa966453
11.6,1,TRUE,2,5,ca58bbfd0c4edc6eed1a
26.4,1,TRUE,2,5,bfebb5aa515f75c3fd17
11.7,1,TRUE,3,9,97c562b2db7428efcdd06bc153a852984842
26.4,1,TRUE,3,9,8539969553c72bfe1037a91e75dfc1bf59cf
11.7,1,TRUE,20,5,75f0c9692d1e0e374ca1
26.4,1,TRUE,20,5,0cb641c1769e4d0bb978
11.6,1,TRUE,30,2,4a15914b
26.4,1,TRUE,30,2,3922ca8c
93259.8,7,FALSE,1,10,7100f3b8ddf14f4499e6a16ea08abd61714de522
11.6,7,FALSE,2,5,ac162e31c1c956ffa8f2
11.6,7,FALSE,6,25,48b9e5270c650b32127bb51f529544417f77645eb27a695d3e23274436219a82224e16a5198c6b44c1fff87d2558c98bbcbe
11.7,7,FALSE,30,2,f61b44cc
